words,freq,word_id,gramatica,defini,en,eo,es,fr,capital,nota,vide,orijina,tasonomia,pronuncia,simbol,usa,an,da,de,gl,he,mt,ru
sperdeda,4.2927666881305004e-5,8456,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rocas es sperdeda sur la campo; un campo con rocas sperdeda,NA,NA,NA,NA,NA,NA,NA
spesa,4.2927666881305004e-5,8463,ajetivo,con lados o surfases oposante cual es distante de lunlotra; (un veste) fabricada de stofa pesosa per caldia o comforta; (un letera o tipo de letera) composada de linias larga,thick,dika,espeso,épais,NA,NA,NA,NA,NA,NA,NA,NA,NA,tyk,dick,NA,NA,NA,ru: толстый
sputa,4.2927666881305004e-5,8503,verbo transitiva biolojia,emete (saliva,spit,kraĉi,escupir,cracher,NA,NA,NA,NA,NA,NA,NA,NA,NA,spytte,spucken,NA,NA,NA,NA
sputa,4.2927666881305004e-5,8503,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stangeta,4.2927666881305004e-5,8523,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stilo,4.2927666881305004e-5,8561,nom arte,un modo de fa alga cosa; un modo de depinta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stilo,4.2927666881305004e-5,8562,nom util,un util per scrive,stylus (writing tool,grifelo,aguja,aiguille,NA,NA,NA,NA,NA,NA,NA,NA,NA,stift,Nadel,NA,NA,NA,NA
strato,4.2927666881305004e-5,8584,nom fisica tera,un covrente de materia,layer,tavolo,capa,couche,NA,NA,NA,NA,NA,NA,NA,NA,NA,lag,Lage,NA,NA,NA,NA
streta,4.2927666881305004e-5,8592,ajetivo tera,con poca largia en compara con sua longia; limitada en estende o cuantia; sin spasio per move; a sua estende masima,narrow; tight,mallarĝa; strikta,estrecho,étroit,NA,NA,NA,NA,NA,NA,NA,NA,NA,snæver; stram,eng,NA,NA,NA,NA
streta,4.2927666881305004e-5,8592,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
suiz,4.2927666881305004e-5,8659,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
suiz,4.2927666881305004e-5,8659,nom demonim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
suo,4.2927666881305004e-5,8682,nom biolojia,umidia emeteda tra la pores de la pel,sweat,ŝvito,sudor,sueur,NA,NA,NA,NA,NA,NA,NA,NA,NA,sved,Schweiss,NA,NA,NA,NA
suposada,4.2927666881305004e-5,8690,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
suprafluente,4.2927666881305004e-5,3656,ajetivo,NA,superfluous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
supravide,4.2927666881305004e-5,9631,verbo transitiva,NA,supervise,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
supravide,4.2927666881305004e-5,9631,nom,NA,supervision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
surfasal,4.2927666881305004e-5,8701,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
surfasal,4.2927666881305004e-5,8701,averbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
surprendente,4.2927666881305004e-5,8706,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
surprendente,4.2927666881305004e-5,8706,averbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
susedosa,4.2927666881305004e-5,8709,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
susedosa,4.2927666881305004e-5,8709,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
susia,4.2927666881305004e-5,8710,ajetivo,covreda o marcada con un sustantia nonlimpa; (un licuida) oscur e plen de un sustantia nonlimpa,dirty,NA,sucio,sale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,schmutzig,NA,NA,NA,ru: грязный
susia,4.2927666881305004e-5,8710,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
suspendeda,4.2927666881305004e-5,8712,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
suspetosa,4.2927666881305004e-5,8713,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
suteran,4.2927666881305004e-5,8924,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
svensce,4.2927666881305004e-5,8730,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
svensce,4.2927666881305004e-5,8730,nom demonim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tacle,4.2927666881305004e-5,8743,verbo transitiva sporte,(en rugbi e futbal american) para la move de (la juor ci posese la bal) par saisi el e forsa el a la tera; (en futbal internasional) atenta prende la bal de (un oposor) par intersepi el,tackle (sport),NA,placar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tacle,4.2927666881305004e-5,8743,nom,NA,tackle,NA,placaje,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tapeto,4.2927666881305004e-5,8802,nom arciteta,un covrente per solos o scaleras,carpet,NA,alfombra,tapis,NA,NA,NA,NA,NA,NA,NA,NA,NA,tæppe,Teppich,NA,NA,NA,ru: ковёр
taro,4.2927666881305004e-5,8811,nom planta cosini,un planta de Asia tropical en familia de arum,taro (plant),NA,NA,NA,NA,NA,NA,NA,Colocasia esculenta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tas,4.2927666881305004e-5,8818,nom cosini,un contenador peti con forma de bol,cup,NA,taza,tasse,NA,NA,NA,NA,NA,NA,NA,NA,NA,kop,Tasse,NA,NA,NA,ru: чашка
tecnolojia,4.2927666881305004e-5,8851,nom util,la aplica de sabe siensal per intendes pratical; macinas e aparatos developada de la aplica de sabe siensal; un ramo de sabe sur injenia e siensas aplicada,technology,NA,tecnología,technologie,NA,NA,NA,NA,NA,NA,NA,NA,NA,teknologi,Technologie,NA,NA,NA,NA
telefoneta,4.2927666881305004e-5,8864,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
televisa,4.2927666881305004e-5,8879,verbo transitiva,transmete imajes e sonas par converti los a siniales eletrical e alora reconverti los a imajes e sonas en televisadores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
televisa,4.2927666881305004e-5,8879,nom,NA,television (medium),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fjernsyn,NA,NA,NA,NA,NA
televisada,4.2927666881305004e-5,8879,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tempora,4.2927666881305004e-5,8894,ajetivo,esistente tra sola un periodo limitada o corta; no permanente,temporary,NA,temporal,temporaire,NA,NA,NA,NA,NA,NA,NA,NA,NA,midlertidig,zeitweilig,NA,NA,NA,NA
tempora,4.2927666881305004e-5,8894,averbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tensa,4.2927666881305004e-5,8911,verbo nontransitiva fisica siensa-umana,deveni fisada o cluida en modo difisil per move,tighten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tensa,4.2927666881305004e-5,8911,nom,NA,tension,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tenta,4.2927666881305004e-5,8913,verbo transitiva siensa-umana,fa ce (algun) fa o prende alga cosa cual el desira o a cual el es atraeda,tempt,NA,tentar,tenter,NA,NA,NA,NA,NA,NA,NA,NA,NA,friste,versuchen,NA,NA,NA,NA
tenta,4.2927666881305004e-5,8913,nom,NA,temptation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
texe,4.2927666881305004e-5,8980,verbo transitiva veste,produi (stofa o un cosa de stofa) par pasa cordetas longa entre otra cordetas longa paralel; (un eruga,weave; spin,NA,tejer,tisser,NA,NA,NA,NA,NA,NA,NA,NA,NA,væve,weben,NA,NA,NA,NA
texe,4.2927666881305004e-5,8980,nom,NA,weaving,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tigre,4.2927666881305004e-5,8994,nom mamal,un gato multe grande,tiger,NA,tigre,tigre,NA,NA,NA,NA,Panthera tigris,NA,NA,NA,NA,tiger,Tiger,NA,NA,NA,NA
tirania,4.2927666881305004e-5,9022,nom,NA,tyranny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
titulo,4.2927666881305004e-5,9035,nom,la nom de un libro o otra obra artiste; la parolas a la comensa de un article o paje en un jornal cual indica la tema; un esplica corta ajuntada a un article,title,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tolera,4.2927666881305004e-5,9047,verbo transitiva governa,permete la esiste o aveni de (un cosa cual on no gusta) sin reata; aseta (un person o cosa nonplasente) sin cexa; es capas de es cargada con (un droga,tolerate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tolera,4.2927666881305004e-5,9047,nom,NA,tolerance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tomate,4.2927666881305004e-5,9048,nom planta cosini,un planta de America Sude en familia de solano; la fruta pulposa e roja o jala de esta,tomato,NA,tomate,tomate,NA,NA,NA,NA,Solanum lycopersicum,NA,NA,NA,NA,tomat,Tomate,NA,NA,NA,NA
tormenta,4.2927666881305004e-5,9079,verbo transitiva siensa-umana governa,fa ce (algun) sufri mental o fisical; irita o provoca (algun) sin compati,torment,NA,torturar,tourmenter,NA,NA,NA,NA,NA,NA,NA,NA,NA,torturere,foltern,NA,NA,NA,NA
tormenta,4.2927666881305004e-5,9079,nom,NA,torment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tradisional,4.2927666881305004e-5,9108,ajetivo,NA,traditional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
transmete,4.2927666881305004e-5,9141,verbo transitiva fisica,envia (un sinial eletrical o un program de radio o televisa); conduta (enerjia),transmit (signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
transmete,4.2927666881305004e-5,9141,nom,NA,transmission,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tropical,4.2927666881305004e-5,9245,ajetivo,NA,tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tubo,4.2927666881305004e-5,9268,ajetivo,con forma de tubo,tubular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tubo,4.2927666881305004e-5,9268,nom util,un silindre longa e vacua de metal,tube,NA,tubo,tube,NA,NA,NA,NA,NA,NA,NA,NA,NA,rør,Rohr,NA,NA,NA,NA
turbada,4.2927666881305004e-5,9293,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ulula,4.2927666881305004e-5,9393,verbo transitiva,(un animal) cria longa e forte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ulula,4.2927666881305004e-5,9393,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
umor,4.2927666881305004e-5,9405,nom siensa-umana,un state de mente,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ungarian,4.2927666881305004e-5,9408,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
universal,4.2927666881305004e-5,9425,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
universia,4.2927666881305004e-5,9424,nom,un institui de instrui avansada,university,universitato,universidad,université,NA,NA,NA,NA,NA,NA,NA,NA,NA,universitet,Universität,NA,NA,NA,NA
urso,4.2927666881305004e-5,9460,nom mamal,un mamal grande e pesosa cual pote pasea sur la plantas de sua pedes,bear,urso,oso,ours,NA,NA,NA,NA,Ursidae,NA,NA,NA,NA,bjørn,Bär,NA,NA,NA,ru: медведь
valuada,4.2927666881305004e-5,9510,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
varia,4.2927666881305004e-5,9528,verbo nontransitiva,(membros de un clase) difere par sua grandia,vary,varii,cambiar,varier,NA,NA,NA,NA,NA,NA,NA,NA,NA,skifte,verändern,NA,NA,NA,NA
varia,4.2927666881305004e-5,9528,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
varia,4.2927666881305004e-5,9528,nom biolojia matematica,NA,variation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vejetal,4.2927666881305004e-5,9553,ajetivo cosini,un planta o parte de un planta usada per come,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vejetal,4.2927666881305004e-5,9553,nom,NA,vegetable,legomo,vegetal,légume,NA,NA,NA,NA,NA,NA,NA,NA,NA,grøntsag,Gemüse,NA,NA,NA,NA
vendor,4.2927666881305004e-5,9562,nom,NA,vendor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ventador,4.2927666881305004e-5,9573,nom util,NA,fan,ventumilo,ventilador,ventilateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,ventilator,Fächer,NA,NA,NA,ru: вентилятор
verbo,4.2927666881305004e-5,9583,nom linguistica,un parola usada per descrive un ata,verb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vergonia,4.2927666881305004e-5,9588,verbo nontransitiva siensa-umana,senti embarasada o culpable per sua atas,be ashamed,honti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vergonia,4.2927666881305004e-5,9588,verbo transitiva,NA,shame,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vergonia,4.2927666881305004e-5,9588,nom,NA,shame,honto,vergüenza,honte,NA,NA,NA,NA,NA,NA,NA,NA,NA,skam,Schande,NA,NA,NA,NA
veste,4.2927666881305004e-5,9607,nom veste,un cosa usada per covre la corpo,garment,vestaĵo,vestido,vêtement,NA,NA,NA,NA,NA,NA,NA,NA,NA,klædningsstykke,Gewand,NA,NA,NA,NA
vestida,4.2927666881305004e-5,9607,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vibra,4.2927666881305004e-5,9620,verbo nontransitiva fisica,move continuante e rapida de asi a ala; un (sona) varia rapida en tono; (lumina) cambia rapida sua brilia,vibrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vibra,4.2927666881305004e-5,9620,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vibra,4.2927666881305004e-5,9620,nom,NA,vibration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vidable,4.2927666881305004e-5,9631,ajetivo,NA,visible; macroscopic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vidable,4.2927666881305004e-5,9631,averbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
violeta,4.2927666881305004e-5,9653,ajetivo color,con color bluin purpur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
violeta,4.2927666881305004e-5,9653,nom planta,un planta erbin con flores purpur,NA,NA,NA,NA,NA,NA,NA,NA,Viola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
virjinia,4.2927666881305004e-5,9660,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vitim,4.2927666881305004e-5,9684,nom governa,un person o otra organisme danada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vitros,4.2927666881305004e-5,9686,nom plural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voleta,4.2927666881305004e-5,9701,verbo nontransitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
volunta,4.2927666881305004e-5,9715,nom filosofia,la capasia par cual un person deside e comensa ata o freni se de ata; la capasia de intende,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vomiti,4.2927666881305004e-5,9717,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vomiti,4.2927666881305004e-5,9717,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vulva,4.2927666881305004e-5,9726,nom anatomia,la jenitales esterna de un fema,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xace,4.2927666881305004e-5,9739,verbo transitiva sporte,(en xace) menasa catura (la re),check (in chess),ŝakigi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xace,4.2927666881305004e-5,9739,nom,un jua per du persones sur un table de 64 cuadros negra e blanca; un situa en cual la re es menasada en esta jua,chess; check,ŝako,ajedrez,échecs; échec,NA,NA,NA,NA,NA,NA,NA,NA,NA,skak,Schach,NA,NA,NA,NA
xace,4.2927666881305004e-5,9739,esclama,diseda cuando on xace la re,check,ŝak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xama,4.2927666881305004e-5,9745,verbo nontransitiva biolojia,(insetos,swarm,svarmi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xama,4.2927666881305004e-5,9745,nom,NA,swarm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xasante,4.2927666881305004e-5,9764,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zelosa,4.2927666881305004e-5,9867,ajetivo,con multe zelo,zealous,entuziasma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zero,4.2927666881305004e-5,9871,determinante matematica,an no un; la manca de,zero,nul,cero,pas de,NA,NA,no,NA,NA,NA,NA,la acua jela a temperatur de zero grados,NA,nul,null,NA,NA,NA,NA
zero,4.2927666881305004e-5,9871,ajetivo,prima en un serie tecnical de cual sua indises comensa con zero,zeroth,nula,NA,NA,NA,NA,NA,NA,NA,NA,NA,la elemento zero de un vetor,NA,NA,NA,NA,NA,NA,NA
zero,4.2927666881305004e-5,9871,nom,la dijito 0; la punto zero en un scala,zero,nulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Null,NA,NA,NA,NA
zero,4.2927666881305004e-5,9871,pronom,NA,none,neniu,NA,NA,NA,NA,NA,NA,NA,NA,NA,zero de la pacetas ia ariva,NA,NA,NA,NA,NA,NA,NA
abaia,2.1463833440652502e-5,9,verbo transitiva,cria forte e subita,bark; squawk,boji,ladrar,aboyer,NA,NA,NA,NA,NA,NA,NA,abaia un comanda,NA,NA,NA,NA,לנבוח,NA,ru: лаять; каркать; кричать (о чайках)
abaia,2.1463833440652502e-5,9,nom,NA,bark; squawk,bojo,ladrido,aboiement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,נביחה,NA,ru: лай
abeor,2.1463833440652502e-5,13,nom,NA,beekeeper,abelisto,apicultor,apiculteur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: דבוראי,NA,NA
aberia,2.1463833440652502e-5,13,nom,NA,beehive,abelujo,colmena,ruche,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: כוורת,NA,NA
abitable,2.1463833440652502e-5,16,ajetivo,NA,habitable,loĝebla,habitable,habitable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ראוי למגורים,NA,NA
abitada,2.1463833440652502e-5,16,ajetivo,NA,inhabited,loĝata,habitado,habité,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מאוכלס,NA,NA
abitada,2.1463833440652502e-5,16,nom,la ambiente do un spesie de animal abita tipal,habitat,habitato,hábitat,habitat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בית גידול,NA,NA
abituada,2.1463833440652502e-5,17,ajetivo,NA,accustomed,kutimiĝinta,habituado,accoutumé,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מורגל,NA,NA
abitual,2.1463833440652502e-5,17,ajetivo,NA,habitual,kutima,habitual,coutumier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שיגרתי,NA,NA
abribote,2.1463833440652502e-5,27,nom verbo-nom,un util per abri botes de comeda,can opener,skatolmalfermilo,abrelatas,ouvre-boîte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: פותחן קופסאות,NA,NA
acasisme,2.1463833440652502e-5,46,nom,la esplota egosa e consensa de la situas cual aveni,opportunism,oportunismo,NA,opportunisme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אופורטוניזם,NA,NA
acasiste,2.1463833440652502e-5,46,ajetivo,esplotante en modo egosa la situas cual aveni,opportunistic,oportunista,NA,opportuniste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אופורטוניסטי,NA,NA
acasiste,2.1463833440652502e-5,46,nom,NA,opportunist,oportunisto,NA,opportuniste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אופורטוניסט,NA,NA
acne,2.1463833440652502e-5,54,nom medica,un inflama de la glandes sebosa cual crea pustulas roja a la pel,acne,aknohaŭto,NA,acné,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקנה,NA,NA
acompanior,2.1463833440652502e-5,55,nom,NA,companion,akompananto,NA,compagnon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מלווה,NA,NA
acrilica,2.1463833440652502e-5,61,ajetivo cimica arte,NA,acrylic,akrila,NA,acrylique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקרילי,NA,NA
acrilica,2.1463833440652502e-5,61,nom,un sustantia,acrylic,akrilo,NA,acrylique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חומר אקרילי,NA,NA
acrupi,2.1463833440652502e-5,68,verbo nontransitiva,sta en posa basa con jenos pliada; senta sur sua talones; basi rapida (sua testa o corpo) per evita un colpa o per no es videda par otras,crouch,kaŭri,acuclillarse,s'accroupir,NA,NA,NA,NA,NA,NA,NA,NA,NA,sidde på hug,hocken,anicarse,he: לכרוע,NA,NA
acrupi,2.1463833440652502e-5,68,verbo transitiva,NA,crouch,kaŭrigi,NA,baisser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לגרום למישהו לכרוע,NA,NA
acual,2.1463833440652502e-5,72,ajetivo,NA,aquatic,akva,NA,aqueux,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מימי,NA,NA
acui,2.1463833440652502e-5,72,verbo transitiva,ajunta acua a,water,NA,NA,arroser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להשקות,NA,NA
acustica,2.1463833440652502e-5,82,nom fisica musica,la ramo de fisica cual studia sonas e la persepi de los,acoustics,akustiko,NA,acoustique,NA,NA,NA,de elinica akoustikos,NA,NA,NA,NA,NA,NA,NA,NA,he: אקוסטיקה,NA,NA
acustical,2.1463833440652502e-5,82,ajetivo,NA,acoustic,akustika,NA,acoustique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקוסטי,NA,NA
acuta,2.1463833440652502e-5,83,ajetivo medica,(un maladia) intensa ma de dura corta,acute (medical),akuta,NA,aigu (médical),NA,`Acuta` es un terma tecnical. No usa lo per dise `agu`.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (רפואה) אקוטי,NA,NA
adio,2.1463833440652502e-5,90,esclama,diseda cuando on parti per un tempo longa,goodbye,adiaŭ,adiós,au revoir,NA,NA,NA,NA,NA,NA,NA,NA,adiós,farvel,auf Wiedersehen,adeus,he: שלום,NA,NA
adio,2.1463833440652502e-5,90,nom,NA,farewell,NA,NA,adieu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: פרידה,NA,NA
adobe,2.1463833440652502e-5,94,nom tera,un spesie de arjila usada per crea brices cual on seci su sol,adobe,adobo,NA,pisé (matériau argileux),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לבנת חימר,NA,NA
adolese,2.1463833440652502e-5,95,verbo nontransitiva siensa-umana,(un person) developa de un enfante a un adulte,be a teenager,adoleski,NA,passer son adolescence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לעבור את גיל ההתבגרות,NA,NA
