word,gramatica,defini,en,eo,es,fr,capital,nota,vide,orijina,tasonomia,pronuncia,simbol,usa,an,da,de,gl,he,mt,ru
autoconsensa,ajetivo,NA,self-conscious,NA,NA,conscient de soi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בעל מודעות עצמית,NA,NA
cosa,nom,cualce ojeto o conseta cual esiste o pote es pensada,thing,NA,cosa,chose,NA,NA,NA,NA,NA,NA,NA,NA,NA,ting,Ding,NA,he: דבר,NA,NA
"malaisian
.Malaka",nom,un streta entre Sumatra e Malaisia,Malaysian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
descomutada,ajetivo,NA,off,NA,NA,fermé,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: כבוי,NA,NA
anelo,nom,cualce banda o corda formida como un sirculo; un banda peti e sirculo,ring,NA,anillo,boucle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: טבעת,NA,NA
falsi,verbo transitiva,NA,counterfeit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
setica,nom,NA,skeptic|sceptic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bezoar,nom biolojia,un coagula peti e petrin cual pote formi en la stomaco de alga animales,bezoar (biology),NA,NA,bézoard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אבן בזואר,NA,NA
colie caxida,nom,NA,box set,NA,NA,coffret,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מארז,NA,NA
-ikos (-ica),NA,NA,actinic,NA,NA,actinique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקטיני,NA,NA
molin,nom util arciteta anatomia,un aparato per mole gran o otra cosas; un construida conteninte xef un tal aparato; un parte musculosa de la stomaco de un avia,mill; gizzard,NA,molino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mølle,Mühle,NA,NA,NA,NA
cavalo peti,nom,NA,pony,NA,NA,poney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: פוני (סוס),NA,NA
daiciri,nom cosini,un coctel conteninte rum e jus de lima,daiquiri (drink),NA,daiquiri,daiquiri (boisson),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,דאקירי (משקה),NA,ru: Дайкири (коктель из смеси светлого рома
bies,nom veste,un de la du dirijes perpendicular a la cadena e trama de un stofa,bias (fabric),NA,NA,biais (tissu),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אלכסון באריג או בד,NA,NA
imitor,nom,NA,impressionist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
brun rojin,nom,NA,reddish brown,NA,NA,auburn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חום-אדמדם,NA,NA
caxalote,nom mamal,un balena con dentes e un testa enorme,sperm whale,NA,NA,cachalot,NA,NA,NA,NA,Physeter macrocephalus,NA,NA,NA,NA,NA,NA,NA,he: ראשתן גדול-ראש,NA,NA
nabatea,nom,NA,Nabatean (person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alga plu,ajetivo,NA,a little more,NA,NA,un peu plus de,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קצת יותר,NA,NA
intercampal,ajetivo,NA,interdisciplinary,NA,NA,interdisciplinaire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בין-תחומי,NA,NA
sala de come,nom,NA,dining room,manĝoĉambro,comedor,salle à manger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Esszimmer,NA,NA,NA,ru: обеденная комната
rearmoni,verbo transitiva,NA,reharmonize|is,NA,NA,réharmoniser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ליצור הרמוניה מחדש,NA,NA
cade e pedi,verbo transitiva,NA,dropkick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לבעוט תוך קפיצה,NA,NA
lusio,nom pex,un pex longa e xasante,pike (fish),NA,NA,NA,NA,NA,NA,NA,Esox,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mar Arabi,nom jeografial,la parte de la Mar Indian entre Arabia e Barat,Arabian Sea,NA,NA,mer d'Arabie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חלקו הצפוני-מערבי של האוקיאנוס ההודי,NA,NA
franses,ajetivo,NA,French (person,NA,francés,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fasil aprendable,ajetivo,NA,easily learned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
asecurada,ajetivo,NA,insured,NA,NA,assuré,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מבוטח,NA,NA
ambientisme,nom,NA,environmentalism,NA,NA,environnementalisme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: סביבתנות,NA,NA
metron (mesura),NA,NA,anemometer,NA,NA,anémomètre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מד-רוח,NA,NA
conveninte,ajetivo,NA,suitable,NA,conveniente,convenable,NA,NA,NA,NA,NA,NA,NA,NA,NA,passende,geeignet,NA,he: מתאים,NA,NA
coneta,nom,NA,baby rabbit,NA,NA,lapereau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ארנבון,NA,NA
contraconsepi,verbo nontransitiva medica,preveni ensintia par metodos intendeda,use contraception,NA,NA,utiliser un contraceptif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להשתמש באמצעי מניעה,NA,NA
armur de gama,nom,NA,greave,NA,NA,grève,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שיריון לרגל,NA,NA
camioneta,nom,NA,small truck,NA,NA,camionnette,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: טנדר,NA,NA
tiramisu,nom cosini,un deser italian composada de stratos de torta sponjin empapada en cafe e licor,tiramisu (dessert),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sepia,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fistula,nom medica,un pasaje nonormal o creada par sirurjia,fistula (medical),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
madre futur,ajetivo,NA,mother-to-be,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
reconseti,verbo transitiva,NA,reconceptualize|is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nabatea,ajetivo demonim istoria,pertinente a un popla antica de Arabia ci ia formi un rena autonom de 312 aec,Nabatean (person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dirijores,nom plural,NA,administration,NA,NA,conseil d'administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: צוות ניהול,NA,NA
ergon (labora),NA,NA,argon,NA,NA,argon,NA,NA,NA,NA,NA,NA,Ar,NA,NA,NA,NA,NA,he: ארגון (יסוד),NA,NA
nozo,nom planta cosini,un arbor alta cual produi nozas e lenio valuada par carpentores,walnut tree,NA,NA,NA,NA,NA,NA,NA,Juglans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
strada,nom arciteta veculo,un via publica en un site o vila,street (city),strato,calle,rue,NA,NA,NA,NA,NA,NA,NA,NA,NA,gade,Strasse,NA,NA,NA,NA
a cada matina,averbo,NA,every morning,NA,NA,chaque matin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בכל בוקר,NA,NA
Timor Este,nom jeografial,un pais a la parte este de la isola de Timor a la este de Indonesia,East Timor,NA,NA,NA,Dili,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dativa,ajetivo linguistica,NA,dative (grammar),NA,NA,du datif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,מושא עקיף,NA,ru: дательный (падеж)
cano raiosa,nom,NA,rifled bore,NA,NA,canon rayé,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קנה מחורק,NA,NA
alexandrin,ajetivo arte,(un linia de poesia) con ses pedes iambal,alexandrine (poetry),NA,NA,alexandrin (poésie),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חרוז אלכסנדרוני,NA,NA
canada,ajetivo demonim,pertinente a un lingua dravidian relatada a telugu,Kannada (person,NA,NA,kannara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קאנדה (שפה),NA,NA
brincacorda,nom verbo-nom,un jua de salta,skipping,NA,NA,saut(er) à la corde,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קפיצה בחבל,NA,NA
arcin,ajetivo,NA,bow-shaped,NA,en forma de arco,arqué,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בצורת קשת,NA,NA
dente molente,nom,NA,molar,NA,NA,molaire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שן טוחנת,NA,NA
nonculpable,ajetivo,NA,blameless,NA,NA,innocent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חף מפשע,NA,NA
doles de mori,nom,NA,death throes,NA,NA,affres de la mort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חבלי מוות,NA,NA
conose,verbo transitiva,sabe ce on ia esperia ja (un cosa o loca); es consensa de (algun) pos interelata con el,know (person,NA,conocer,connaître,NA,NA,sabe,NA,NA,NA,NA,me conose tua sore; tu conose Roma?; el conose la problem ma no sabe la detalias,NA,kennen,NA,NA,he: להכיר,NA,NA
trasa,verbo transitiva matematica,segue la move de (un person o cosa) par persepi indicas de sua pasa; copia (un desinia,track,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
verde de cupre,nom,NA,verdigris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
evita la scola,verbo,NA,avoid school,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
espresa cortes,nom,NA,pleasantry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
emprende,verbo transitiva mone governa,dedica se a (un taxe o encarga) e comensa lo,undertake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tra alga tempo,averbo,NA,for some time,NA,NA,pendant quelque temps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: במשך זמן מה,NA,NA
covreplato,nom verbo-nom,un covrente per un plato de servi,dish cover,NA,NA,couvre-plat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מכסה למגש,NA,NA
fabricada,nom,NA,artifact|artefact,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coreti,nom,NA,correction,NA,NA,correction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: תיקון (שגיאות); הגהה,NA,NA
de forma duple,ajetivo,NA,dual-format,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ecotono,nom biolojia,un zona de cambia entre du comunias biolojial,ecotone (biology),NA,NA,écotone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (ביולוגיה) רצועת מנשק,NA,NA
cafe,nom planta cosini,un bevida preparada par infusa acua con la semes rostada e moleda de un arboreta tropical; esta planta o sua semes,coffee (plant,NA,café,café,NA,NA,NA,NA,Coffea,NA,NA,NA,NA,kaffe,Kaffee,café,he: קפה (צמח,NA,NA
falaropo,nom avia,un avia vadante e nadante,phalarope (bird),NA,NA,NA,NA,NA,NA,NA,Phalaropus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adormi,verbo transitiva,NA,send to sleep,endormigi,NA,endormir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להרדים,NA,NA
fava roja,nom,NA,kidney bean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dole de testa,nom,NA,headache,NA,NA,mal de tête,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: כאב ראש,NA,NA
dente sisorante,nom,NA,incisor,NA,NA,incisive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שן חותכת,NA,NA
detrito,nom,pesos sperdeda de dejetada,detritus; debris,NA,NA,détritus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בלית אורגנית,NA,NA
colie la resta,verbo,NA,glean (harvest),NA,NA,glane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ללקט שאריות (אחרי קציר),NA,NA
forador arcin,nom,NA,bow drill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dacota,ajetivo demonim,pertinente a la americanes orijinal de la vale de la Rio Mississippi norde e la planos prosima,Dakota (person,NA,dacota (persona,dakota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,דקוטה (עם,NA,ru: дакота
encargablia,ajetivo,NA,responsibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bota militar,nom,NA,jackboot,NA,NA,botte (militaire),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מגף צבאי,NA,NA
a sera oji,averbo,NA,this evening,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gaspatxo,nom cosini,un sopa fria de tomate e otra vejetales,gazpacho (soup),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
biletor,nom,NA,ticket collector,NA,NA,contrôleur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: כרטיסן,NA,NA
focatxia,nom cosini,un pan italian,focaccia (bread),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motor de jeto,nom,NA,jet engine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a esta loca,averbo,NA,here,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
caro de golf,nom,NA,golf cart,NA,NA,voiturette de golf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קרונית גולף,NA,NA
jigante,nom,NA,giant; whopper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
formica,nom util,un lamina de plastica dur,formica (plastic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ergativa,nom,NA,ergative (grammar),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bombi nucleal,verbo transitiva,NA,nuke,NA,NA,envoyer une bombe atomique sur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להטיל פצצת אטום,NA,NA
xeres,nom cosini,un vino fortida de uvas de Jerez en Espania,sherry (wine),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
brun pal,nom,NA,light brown,NA,NA,marron clair,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חום בהיר,NA,NA
eliotropo,nom planta,un planta en familia de boraja,heliotrope (plant),NA,NA,héliotrope (plante),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: עוקץ העקרב (צמח),NA,NA
nondiscreta,nom,NA,indiscreet person,NA,NA,indiscret,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (אדם) לא דיסקרטי,NA,NA
escuta secreta,verbo,NA,eavesdrop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sin aida,averbo,NA,without help,NA,NA,par soi-même,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ללא עזרה,NA,NA
bara de rola,nom informatica,NA,scrollbar,NA,NA,barre de défilement (informatique),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מחשבים (פס גלילה),NA,NA
fava azuci,nom,NA,azuki bean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
capelonosa,ajetivo,NA,stubbly,NA,NA,barbu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: זיפי,NA,NA
amargi,verbo nontransitiva,NA,grow bitter,NA,NA,aigrir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להתמרמר,NA,NA
campanula,nom planta,un planta en familia de aster,bellflower,NA,NA,campanule (plante),NA,NA,NA,NA,Campanula,NA,NA,NA,NA,NA,NA,NA,he: פעמונית (צמח),NA,NA
ablativa,ajetivo linguistica,NA,ablative (grammar),ablativa,ablativo (gramática),ablatif (grammaire),NA,NA,NA,de latina ablativus (sutrae),NA,NA,NA,NA,NA,NA,NA,NA,he: (דקדוק) של יחסת מוצא,NA,NA
favore divin,nom,NA,providence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sempre cresente,ajetivo,NA,ever growing,NA,NA,en croissance continuelle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: הולך וגדל,NA,NA
Mar Artica,nom jeografial,NA,Arctic Ocean,NA,NA,océan Arctique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אוקיאנוס הקרח הצפוני,NA,NA
can de pastor,nom,NA,sheepdog,NA,NA,chien de berger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: כלב רועים,NA,NA
malconselada,ajetivo,NA,ill-advised,NA,NA,mal conseillé,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לא מומלץ,NA,NA
ebonita,nom tera,cauxo vulcanida,ebonite (rubber),NA,ebonita (caucho),ébonite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: הבנית,NA,NA
sitadani,verbo transitiva,NA,naturalize|is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
torteria,nom,NA,pastry shop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dilijente,nom veculo,un caron per transporta pasajores sur un curso regulada,stagecoach,NA,NA,diligence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קרון,NA,NA
grilo verde,nom artropodo,un locusta grande e tipal verde,katydid,NA,NA,NA,NA,NA,NA,NA,Tettigoniidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
europeani,nom,NA,Europeanization|is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sempre como,sujunta,NA,however,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coce tro poca,verbo,NA,undercook,NA,NA,cuire trop peu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לבשל לזמן קצר מדי,NA,NA
veste spasial,nom,NA,spacesuit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
veni per vide,verbo,NA,come and see,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
amargi,verbo transitiva,NA,embitter,NA,NA,aigrir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: למרר,NA,NA
blini,nom cosini,un crepe composada de farina de saraseno e servida con crema asida,blini (pancake),NA,NA,blini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בליני (פנקייק),NA,NA
con la flue,averbo,NA,downstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
narval,nom mamal,un balena peti de la Mar Artica,narwhal (whale),NA,narval,narval,NA,NA,NA,NA,Monodon monoceros,NA,NA,NA,NA,NA,Narwal,NA,NA,NA,NA
coaveninte,averbo,NA,coincidentally,NA,NA,coïncidemment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: במקרה,NA,NA
du a cada ves,espresa,NA,two at a time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
copia esata,verbo,NA,replicate,NA,NA,faire une copie conforme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לשכפל,NA,NA
dulse,ajetivo cosini cimica,con sabor plasente,sweet; nice,NA,dulce,doux (sucré); agréable,NA,NA,NA,NA,NA,NA,NA,NA,NA,sød,süss,NA,he: מתוק,NA,NA
safir,nom tera,un varia de corindon valuada como un jem,sapphire (gem),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
covrefenetra,nom verbo-nom,cada de du paneles xarnierida a un fenetra,shutter,NA,NA,volet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: תריס,NA,NA
padrin,ajetivo,NA,fatherly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
labora de via,nom,NA,roadworks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lima,nom util,un util con surfas ru,file (tool),NA,lima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fil (redskab),Feile,NA,NA,NA,NA
tarte de crema,nom,NA,cream pie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
estrildido,nom avia,un pinson en un familia de Australia e Asia sude-este,waxbill (bird),NA,NA,NA,NA,NA,NA,NA,Esterldidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pexa,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
colobo,nom mamal,un simia magra e erbivor de Africa,colobus (monkey),NA,NA,colobe,NA,NA,NA,NA,Colobus,NA,NA,NA,NA,NA,NA,NA,he: קולובוס (קוף),NA,NA
apare corta,verbo,NA,appear briefly,NA,hacer una breve aparición,faire une courte apparition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להופיע לזמן קצר,NA,NA
aresta,verbo transitiva governa,saisi (algun) par autoria legal,arrest,NA,NA,arrêter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לעצור,NA,NA
amortador,nom,NA,shock absorber,NA,NA,amortisseur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בולם זעזועים,NA,NA
taci-,prefisa tecnical,rapida,tachy- (rapid),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tra cuando,sujunta,tra tota la tempo cuando (alga cosa aveni),as long as,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clave esagon,nom,NA,Allen key,NA,NA,clé Allen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מפתח אלן,NA,NA
dote de bebe,nom,NA,layette,NA,NA,layette,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: סט בגדי תינוקות (במתנה),NA,NA
ambigui,verbo nontransitiva,NA,become ambiguous,NA,NA,devenir ambigu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להפוך לדו-משמעי או רב-משמעי,NA,NA
autostopa,verbo nontransitiva,viaja par oteni pasaje libre en veculos acaso pasante,hitchhike,NA,NA,faire de l'autostop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לתפוס טרמפ,NA,NA
alga min,averbo,NA,a little less,NA,NA,un peu moins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קצת פחות,NA,NA
eleva,verbo transitiva biolojia siensa-umana,cura (un enfante) asta cuando el es matur; cura animales,bring up,NA,NA,élever (tous sens),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לגדל (ילדים,NA,NA
consumiste,ajetivo,NA,materialistic,NA,NA,matérialiste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חומרני,NA,NA
fotomanica,nom,NA,shutterbug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ecler,nom cosini,un pasta dulse,éclair (cake),NA,NA,éclair (pâtisserie),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: פחזנית,NA,NA
bombor,nom,NA,bomber (person),NA,NA,plastiqueur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מטילן,NA,NA
Salon Alta,nom,NA,Upper House,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clavesimbaliste,nom,NA,harpsichordist,NA,NA,claveciniste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: נגן צ'מבלו,NA,NA
stoma (boca),NA,NA,hookworm,NA,NA,ancylostome,NA,NA,NA,NA,Ancylostoma,NA,NA,NA,NA,NA,NA,NA,he: תולעת קרס,NA,NA
cuatrim,nom mone,un moneta con valua de 25 sentimes,25-cent piece,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: רבע דולר,NA,NA
eda comun,nom,NA,common era,NA,NA,ère commune,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ספירת הנוצרים,NA,NA
eficasia,nom,NA,effectiveness,NA,NA,efficacité,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אפקטיביות,NA,NA
tempo,nom,la progresa continuante de esiste e avenis en la pasada,time (concept,NA,tiempo,temps,NA,NA,ves,NA,NA,NA,NA,NA,NA,tid,Zeit,NA,NA,NA,NA
acasi,verbo transitiva,NA,randomize|is,hazardigi,NA,randomiser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לארגן בצורה אקראית,NA,NA
biscoto dur,nom,NA,hardtack,NA,NA,biscuit de mer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ביסקוויט קשה,NA,NA
lanosa,ajetivo,NA,wool-covered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
