word,gramatica,defini,en,eo,es,fr,capital,nota,vide,orijina,tasonomia,pronuncia,simbol,usa,an,da,de,gl,he,mt,ru,word_id,sim
encargada,nom,NA,commission (authorized|is group); deputy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3094,NA
alias,nom governa,un identia falsa o finjeda; un nom alternativa per un arcivo o comanda en un computador; cada de un grupo de siniales cual deveni identica cuando on sample los,alias,NA,NA,pseudonyme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: כינוי,NA,NA,199,NA
entra proibida,esclama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7238,NA
disesioni,nom,NA,dissection,NA,NA,dissection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ביתור,NA,NA,2749,NA
valuadas,nom plural,NA,valuables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9510,NA
marjini,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5300,NA
en ordina,averbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6250,NA
corvo de jungla,nom animal avia,NA,jungle crow,NA,NA,corbeau à gros bec,NA,NA,NA,NA,Corvus macrorhynchos,NA,NA,NA,NA,NA,NA,NA,he: עורב ארוך-מקור,NA,NA,2210,NA
calculo bilal,nom,NA,gallstone,NA,NA,calcul biliaire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אבן מרה,NA,NA,1421,NA
tipi,nom arciteta siensa-umana,un tenda cono portable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9015,NA
tro calda vestida,ajetivo,NA,dressed too warmly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9607,NA
creante,ajetivo,NA,creating,NA,NA,créant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: יוצר,NA,NA,2284,NA
u-u,esclama onomatopea,un sona basa como lo fada par buos e pijones,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9476,NA
per la note,averbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6056,NA
ris roja,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7644,NA
tope,ajetivo color,con color gris con un pico de brun,taupe (color|ur),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9064,NA
su pede,averbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6651,NA
im-,prefisa,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4327,NA
dejelada,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4671,NA
Orolojo,nom astronomia,un constela minor en la sielo sude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6286,NA
eselente,ajetivo,NA,excellent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3279,NA
lago de reserva,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4826,NA
vino bolante,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9646,NA
plasente,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6909,NA
compramania,nom,un spende estravagante de mone,spending spree,NA,NA,frénésie de dépenses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בזבוז כסף,NA,NA,1983,NA
departe de securia interna,nom,NA,domestic intelligence agency,NA,NA,direction de la sécurité intérieure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: סוכנות לביטחון פנים,NA,NA,2587,NA
ultra valua,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9510,NA
curso par coresponde,nom,NA,correspondence course,NA,NA,cours par correspondance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קורס בהתכתבות,NA,NA,2475,NA
sin retarda,averbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7581,NA
gado,nom pex,un pex grande de mar con vibrisa peti sur sua mento,cod (fish),NA,NA,NA,NA,NA,NA,NA,Gadidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3851,NA
tifa,nom planta,un planta alta de pantanes,cattail,NA,NA,NA,NA,NA,NA,NA,Typha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8991,NA
asustavia,nom verbo-nom,un ojeto semblante un figur umana,scarecrow; straw man (argument),NA,NA,épouvantail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: דחליל,NA,NA,730,NA
xapo de letera,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9757,NA
citinosa,ajetivo,NA,chitinous,NA,NA,chitineux,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שעשוי מכיטין,NA,NA,1787,NA
Haiastan,nom jeografial,un pais sin costa en la Caucasos en Asia sude-ueste,Armenia,NA,NA,NA,Ierevan,NA,Armenia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4135,NA
stelosa,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8539,NA
Nijeria,nom jeografial,un pais a la costa de Africa ueste,NA,NA,NA,NA,Abuja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,NA
retinopatia,nom medica,un maladia de la retina cual causa la mali o perde de vide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7589,NA
bidirijal,ajetivo,movente o funsionante en du dirijes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1077,NA
ago de croxe,nom,NA,crochet needle,NA,NA,aiguille à crochet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מסרגת קרושה,NA,NA,146,NA
pruna,ajetivo color,con color rojin purpur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7302,NA
desconta,nom,NA,discount,NA,NA,rabais,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: הנחה; ניכיון,NA,NA,2081,NA
prototipo,nom util,la model prima de un cosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7293,NA
drosofila,nom inseto,un mosca multe peti,fruit fly,NA,NA,drosophile,NA,NA,NA,NA,Drosophilidae,NA,NA,NA,NA,NA,NA,NA,he: דרוזופילה,NA,NA,2860,NA
sci savaje,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7927,NA
bifocal,ajetivo,(un lente) con du partes con distantias focal diferente,bifocal,NA,NA,bifocal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: דו-מוקדי,NA,NA,1082,NA
pure,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7365,NA
depresante,ajetivo medica,(un medisin) cual redui ativia neuronal,depressant,NA,NA,dépresseur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מדכא; סם הרגעה,NA,NA,2593,NA
sari,nom veste,un veste composada de un peso longa de coton o seda envolveda sirca la corpo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7860,NA
a fronte de,preposada,NA,at the front of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3797,NA
jeli,verbo nontransitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4670,NA
sentral,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8082,NA
familial,ajetivo,NA,familial,NA,familiar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3468,NA
lejecarta,nom verbo-nom,un aparato cual leje datos de un media cartin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4910,NA
ecuilibra,verbo transitiva,NA,balance,NA,NA,équilibrer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לאזן,NA,NA,2932,NA
evita apena,verbo,NA,narrowly avoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3432,NA
lo pote es ce,espresa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lo pote es ce nos es perdeda,NA,NA,NA,NA,NA,NA,NA,7138,NA
esatia,nom,NA,accuracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3265,NA
forma de onda,nom,NA,waveform,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3703,NA
acua mineral,nom,acua natural en cual minerales es disolveda,mineral water,mineralakvo,NA,eau minérale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מים מינרליים,NA,NA,72,NA
despeteni,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6778,NA
jinesta,nom planta,un arboreta florosa con talos longa e poca folias peti,broom (plant),NA,NA,NA,NA,NA,NA,NA,Chamaecytisus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4753,NA
tristinte,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9222,NA
traficor,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9112,NA
nonreenviable,ajetivo,NA,non-returnable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3167,NA
vitri,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9686,NA
deludente,ajetivo,NA,disappointing,NA,NA,décevant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מאכזב,NA,NA,2561,NA
ositosina,nom biolojia,un ormon relasada par la ipofise cual aumenta la contraes de la utero en pari e stimula la secrete de lete en la dutos de seno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6331,NA
anorexia,nom medica siensa-umana,un asentia o perde de apetito per comedas; un maladia emosial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414,NA
biscoto savoian,nom,NA,ladyfinger,NA,NA,boudoir (biscuit),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בישקוט (עוגייה ספוגית),NA,NA,1135,NA
tracea,nom anatomia,un tubo grande e membranosa,trachea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9104,NA
preteria,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7190,NA
ruinas,nom plural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7740,NA
debatable,ajetivo,NA,debatable,NA,NA,dont on peut débattre|discuter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: נתון לוויכוח,NA,NA,2523,NA
agrimonia,nom planta,un planta en familia de rosa,agrimony,NA,NA,aigremoine,NA,NA,NA,de elinica argemone (papavera),Agrimonia,NA,NA,NA,NA,NA,NA,NA,he: אבגר,NA,NA,155,NA
momento oportun,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6230,NA
Nicaragua,nom jeografial,un pais en America Sentral,NA,NA,NA,NA,Managua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5992,NA
dis-,prefisa tecnical,mal,dys- (bad,NA,NA,dys- (mal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (קידומת טכנית) רע,NA,NA,2735,NA
lansamisil,nom verbo-nom util,un aparato cual xuta un misil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4850,NA
asmica,ajetivo,NA,asthmatic,NA,NA,asthmatique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אסתמטי,NA,NA,683,NA
dusento,determinante,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8075,NA
lamini,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4835,NA
pulpi,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7347,NA
salmon fumida,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7797,NA
alternante,nom,NA,alternant,NA,NA,alternant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: צורה חלופית,NA,NA,233,NA
sempre como,sujunta,NA,however,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1961,NA
rubi,nom tera,un varia de corindon valuada como un jem en colores como roja oscur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7731,NA
alerjen,ajetivo medica,(un sustantia) causante un alerjia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA
camisa T,nom,un camiseta con mangas corta; un vesteta simil,tee,T-ĉemizo,camiseta,T-shirt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חולצת טי,NA,NA,1466,NA
dentela de lenio,nom,NA,fretwork,NA,NA,chantournage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קישוט עץ,NA,NA,2583,NA
cunilingo,nom siensa-umana,la ata de stimula la jenitales de un fem con lingua o labios,cunnilingus,NA,NA,cunnilingus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מין אוראלי באישה,NA,NA,2450,NA
reposabraso,nom verbo-nom,un braso cuxinida de un seja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7546,NA
servo-,prefisa tecnical,servomacina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8130,NA
triftongo,nom linguistica,un unia de tre vocales pronunsiada como un silaba,triphthong (vowel sound),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9195,NA
agave,nom planta cosini,un planta suculente de Mexico,agave (plant),agavo,NA,agave,NA,NA,NA,NA,Agave,NA,NA,NA,NA,NA,NA,NA,he: אגבה,NA,NA,141,NA
idrolojia,nom,la studia de la cualias e moves de la acua de la Tera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4281,NA
stratocumulo,ajetivo,(nubes) forminte un strato basa de masas gris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8585,NA
sur manos e jenos,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5259,NA
Crim,nom jeografial,un penisola a sude de Ucraina entre la Mar Azov e la Mar Negra,Crimea,NA,NA,Crimée,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חצי האי קרים,NA,NA,2312,NA
viaja vagante,verbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9618,NA
remonta,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5718,NA
condena a enferno,verbo,NA,damn,NA,NA,damner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לדון לגיהנום,NA,NA,2005,NA
labora sin sesa,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4816,NA
reflexolojia,nom medica,un sistem de masaje per destensa e trata maladias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7490,NA
de dio,ajetivo,NA,divine,NA,NA,divin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אלוהי,NA,NA,2717,NA
lacrimojen,ajetivo medica,causante la produi de larmas,lachrymogenic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4822,NA
parteni,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6574,NA
beleta,nom,NA,pretty thing,NA,NA,jolie fille,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חמוד,NA,NA,1021,NA
convoia,nom veculo,un grupo de barcones o otra veculos viajante en junta,convoy,NA,NA,convoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שיירה,NA,NA,2135,NA
construinte,ajetivo,NA,building,NA,NA,constructif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בונה,NA,NA,2077,NA
gradua de scola,verbo nontransitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4042,NA
asteca,ajetivo demonim,pertinente a la americanes orijinal ci ia domina Mexico ante sua concista par la espanioles en la sentenio 16,Aztec,azteka,NA,aztèque,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אצטקי,NA,NA,703,NA
rede de capeles,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7481,NA
demanda per,verbo,NA,ask for,NA,NA,réclamer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לבקש,NA,NA,2564,NA
categorial,ajetivo,NA,categorial (relating to a category),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1677,NA
braille,nom linguistica,un sistem de scrive usada par persones sieca,Braille,NA,NA,Braille (système d'écriture en relief pour les aveugles),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ברייל,NA,NA,1251,NA
spiritisme,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8482,NA
materas de palia,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5351,NA
barcon de soldatos,nom veculo,NA,troopship,NA,NA,navire de transport de troupes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מובלת צבא,NA,NA,950,NA
respiral,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7572,NA
bondises,nom plural,NA,blessings,NA,NA,bénédictions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ברכות,NA,NA,2744,NA
axi,esclama onomatopea,la sona de un stornui peti,atishoo,NA,NA,atchi ! (petit éternuement),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אפצ'י (צליל התעטשות),NA,NA,834,NA
logaritmo,nom matematica,un cuantia representante la potia a cual on debe leva un numero fisada per produi un numero spesifada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5076,NA
martel mol,nom,un spesie de martel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5311,NA
pompi,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7041,NA
Beijing,nom jeografial,la site capital de Jonguo,Beijing,NA,NA,Pékin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בייג'ינג,NA,NA,1019,NA
caprifolia,nom planta,un arboreta trepante,honeysuckle,NA,NA,chèvrefeuille,NA,NA,NA,NA,Lonicera,NA,NA,NA,NA,NA,NA,NA,he: יערה (צמח),NA,NA,1534,NA
documentos orijinal,nom plural,NA,source material,NA,NA,sources (documents),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מסמכים מקוריים,NA,NA,2811,NA
filmografia,nom,un lista de filmas par un ator o dirijor,filmography,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3597,NA
desentri,verbo nontransitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8082,NA
plural,nom,NA,plural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6964,NA
titulo de cavalor,nom,NA,knighthood,NA,NA,titre de chevalier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: תואר אבירות,NA,NA,1698,NA
comoda de cosina,nom,NA,sideboard (displaying or storing dishes),NA,NA,buffet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מזנון (רהיט),NA,NA,1962,NA
propensa,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7259,NA
neutri,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5980,NA
sempre min,averbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8050,NA
defla,verbo nontransitiva,(un cosa inflada) relasa la aira o gas contenida,deflate,NA,NA,dégonfler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,להוציא אוויר או גז,NA,ru: сдуть,2547,NA
puri,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7363,NA
trinxa,verbo transitiva util,lasera,shred,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9208,NA
nonolable,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6143,NA
tentaculo,nom biolojia,un membro o apendis magra e flexable de un animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8914,NA
politici,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7025,NA
fermenta,nom,NA,fermentation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3548,NA
carta de jua,nom sporte,NA,playing card,NA,NA,carte à jouer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קלף משחק,NA,NA,1620,NA
elio,nom cimica,la elemento cimical con numero atomal 2,helium,NA,NA,hélium,NA,NA,NA,NA,NA,NA,He (helium),NA,NA,NA,NA,NA,he: הליום (יסוד),NA,NA,3014,NA
interna,ajetivo matematica,situada en alga cosa,inner,NA,interno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,indre,inner,NA,NA,NA,NA,4464,NA
rima,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7636,NA
amirable,ajetivo,NA,admirable,NA,NA,admirable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ראוי להערצה,NA,NA,303,NA
grasia,verbo transitiva siensa-umana,espresa un senti de felisia a (algun) pos reseta alga cosa beneficante,thank,NA,agracecer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,takke,danken,NA,NA,NA,NA,4070,NA
mamogram,nom medica,un imaje produida par un mamograf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5222,NA
debua,verbo nontransitiva,(un person,debut,NA,NA,débuter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להופיע לראשונה,NA,NA,2526,NA
nonmundal,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5826,NA
oscuri,verbo nontransitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6309,NA
aloda,nom avia,un avia cantante peti,lark,NA,NA,alouette,NA,NA,NA,NA,Alaudidae,NA,NA,NA,NA,NA,NA,NA,he: עפרוני,NA,NA,215,NA
ecoside,nom,NA,ecocide,NA,NA,écocide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקוסייד (הרס הסביבה הטבעית),NA,NA,2917,NA
rebela,nom,NA,rebellion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7465,NA
diablin,ajetivo,NA,devilish,NA,NA,diabolique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: דמוי שד,NA,NA,2650,NA
cordi,verbo transitiva,NA,cordon,NA,NA,boucler (une zone),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לתחום,NA,NA,2155,NA
periscopial,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6731,NA
